id	name	kind
anatomy::UBERON:0001855	cochlear duct of membranous labyrinth	anatomy
anatomy::UBERON:0001860	endolymphatic duct	anatomy
anatomy::UBERON:0001864	scala tympani	anatomy
anatomy::UBERON:0001866	sebum	anatomy
anatomy::UBERON:0001884	phrenic nerve	anatomy
anatomy::UBERON:0001886	choroid plexus	anatomy
anatomy::UBERON:0001887	internal capsule of telencephalon	anatomy
anatomy::UBERON:0001890	forebrain	anatomy
anatomy::UBERON:0001891	midbrain	anatomy
anatomy::UBERON:0001893	telencephalon	anatomy
anatomy::UBERON:0001895	metencephalon	anatomy
anatomy::UBERON:0001896	medulla oblongata	anatomy
anatomy::UBERON:0001905	pineal body	anatomy
anatomy::UBERON:0001908	optic tract	anatomy
anatomy::UBERON:0001910	medial forebrain bundle	anatomy
anatomy::UBERON:0001911	mammary gland	anatomy
anatomy::UBERON:0001914	colostrum	anatomy
anatomy::UBERON:0001968	semen	anatomy
anatomy::UBERON:0001969	blood plasma	anatomy
anatomy::UBERON:0001970	bile	anatomy
anatomy::UBERON:0001971	gastric juice	anatomy
anatomy::UBERON:0001980	arteriole	anatomy
anatomy::UBERON:0001981	blood vessel	anatomy
anatomy::UBERON:0001985	corneal endothelium	anatomy
anatomy::UBERON:0001986	endothelium	anatomy
anatomy::UBERON:0001988	feces	anatomy
anatomy::UBERON:0001989	superior cervical ganglion	anatomy
anatomy::UBERON:0002005	enteric nervous system	anatomy
anatomy::UBERON:0002010	celiac nerve plexus	anatomy
anatomy::UBERON:0002012	pulmonary artery	anatomy
anatomy::UBERON:0002016	pulmonary vein	anatomy
anatomy::UBERON:0002017	portal vein	anatomy
anatomy::UBERON:0002018	synovial membrane of synovial joint	anatomy
anatomy::UBERON:0002019	accessory XI nerve	anatomy
anatomy::UBERON:0002028	hindbrain	anatomy
anatomy::UBERON:0002030	nipple	anatomy
anatomy::UBERON:0002037	cerebellum	anatomy
anatomy::UBERON:0002040	bronchial artery	anatomy
anatomy::UBERON:0002046	thyroid gland	anatomy
anatomy::UBERON:0002048	lung	anatomy
anatomy::UBERON:0002053	zona glomerulosa of adrenal gland	anatomy
anatomy::UBERON:0002054	zona fasciculata of adrenal gland	anatomy
anatomy::UBERON:0002055	zona reticularis of adrenal gland	anatomy
anatomy::UBERON:0002060	femoral artery	anatomy
anatomy::UBERON:0002061	truncus arteriosus	anatomy
anatomy::UBERON:0002066	umbilical vein	anatomy
anatomy::UBERON:0002067	dermis	anatomy
anatomy::UBERON:0002073	hair follicle	anatomy
anatomy::UBERON:0002081	cardiac atrium	anatomy
anatomy::UBERON:0002082	cardiac ventricle	anatomy
anatomy::UBERON:0002097	skin of body	anatomy
anatomy::UBERON:0002099	cardiac septum	anatomy
anatomy::UBERON:0002102	forelimb	anatomy
anatomy::UBERON:0002103	hindlimb	anatomy
anatomy::UBERON:0002107	liver	anatomy
anatomy::UBERON:0002110	gall bladder	anatomy
anatomy::UBERON:0002113	kidney	anatomy
anatomy::UBERON:0002129	cerebellar cortex	anatomy
anatomy::UBERON:0002130	cerebellar nuclear complex	anatomy
anatomy::UBERON:0002134	tricuspid valve	anatomy
anatomy::UBERON:0002135	mitral valve	anatomy
anatomy::UBERON:0002137	aortic valve	anatomy
anatomy::UBERON:0002146	pulmonary valve	anatomy
anatomy::UBERON:0002148	locus ceruleus	anatomy
anatomy::UBERON:0002162	area postrema	anatomy
anatomy::UBERON:0002165	endocardium	anatomy
anatomy::UBERON:0002185	bronchus	anatomy
anatomy::UBERON:0002204	musculoskeletal system	anatomy
anatomy::UBERON:0002205	manubrium of sternum	anatomy
anatomy::UBERON:0002223	endolymphatic sac	anatomy
anatomy::UBERON:0002226	basilar membrane of cochlea	anatomy
anatomy::UBERON:0002228	rib	anatomy
anatomy::UBERON:0002240	spinal cord	anatomy
anatomy::UBERON:0002250	popliteal artery	anatomy
anatomy::UBERON:0002275	reticular formation	anatomy
anatomy::UBERON:0002279	vestibular aqueduct	anatomy
anatomy::UBERON:0002282	stria vascularis of cochlear duct	anatomy
anatomy::UBERON:0002285	telencephalic ventricle	anatomy
anatomy::UBERON:0002286	third ventricle	anatomy
anatomy::UBERON:0002294	biliary system	anatomy
anatomy::UBERON:0002297	cerumen	anatomy
anatomy::UBERON:0002298	brainstem	anatomy
anatomy::UBERON:0002299	alveolus of lung	anatomy
anatomy::UBERON:0002303	juxtaglomerular apparatus	anatomy
anatomy::UBERON:0002347	thoracic vertebra	anatomy
anatomy::UBERON:0002349	myocardium	anatomy
anatomy::UBERON:0002351	sinoatrial node	anatomy
anatomy::UBERON:0002352	atrioventricular node	anatomy
anatomy::UBERON:0002353	atrioventricular bundle	anatomy
anatomy::UBERON:0002354	purkinje fiber	anatomy
anatomy::UBERON:0002356	perineum	anatomy
anatomy::UBERON:0002360	meninx	anatomy
anatomy::UBERON:0002361	pia mater	anatomy
anatomy::UBERON:0002362	arachnoid mater	anatomy
anatomy::UBERON:0002363	dura mater	anatomy
anatomy::UBERON:0002365	exocrine gland	anatomy
anatomy::UBERON:0002366	bulbo-urethral gland	anatomy
anatomy::UBERON:0002367	prostate gland	anatomy
anatomy::UBERON:0002368	endocrine gland	anatomy
anatomy::UBERON:0002369	adrenal gland	anatomy
anatomy::UBERON:0002371	bone marrow	anatomy
anatomy::UBERON:0002377	muscle of neck	anatomy
anatomy::UBERON:0002378	muscle of abdomen	anatomy
anatomy::UBERON:0002382	rectus abdominis muscle	anatomy
anatomy::UBERON:0002384	connective tissue	anatomy
anatomy::UBERON:0002385	muscle tissue	anatomy
anatomy::UBERON:0002386	forelimb zeugopod	anatomy
anatomy::UBERON:0002387	pes	anatomy
anatomy::UBERON:0002389	manual digit	anatomy
anatomy::UBERON:0002390	hematopoietic system	anatomy
anatomy::UBERON:0002392	nasolacrimal duct	anatomy
anatomy::UBERON:0002394	bile duct	anatomy
anatomy::UBERON:0002397	maxilla	anatomy
anatomy::UBERON:0002398	manus	anatomy
anatomy::UBERON:0002405	immune system	anatomy
anatomy::UBERON:0002407	pericardium	anatomy
anatomy::UBERON:0002410	autonomic nervous system	anatomy
anatomy::UBERON:0002411	clitoris	anatomy
anatomy::UBERON:0002413	cervical vertebra	anatomy
anatomy::UBERON:0002414	lumbar vertebra	anatomy
anatomy::UBERON:0002418	cartilage tissue	anatomy
anatomy::UBERON:0002422	fourth ventricle	anatomy
anatomy::UBERON:0002439	myenteric nerve plexus	anatomy
anatomy::UBERON:0002441	cervicothoracic ganglion	anatomy
anatomy::UBERON:0002450	decidua	anatomy
anatomy::UBERON:0002453	ethmoid sinus	anatomy
anatomy::UBERON:0002466	intestine secretion	anatomy
anatomy::UBERON:0002481	bone tissue	anatomy
anatomy::UBERON:0002486	glottis	anatomy
anatomy::UBERON:0002494	papillary muscle of heart	anatomy
anatomy::UBERON:0002497	acromion	anatomy
anatomy::UBERON:0002500	zygomatic arch	anatomy
anatomy::UBERON:0002501	oval window	anatomy
anatomy::UBERON:0002502	round window of inner ear	anatomy
anatomy::UBERON:0002512	corpus luteum	anatomy
anatomy::UBERON:0002515	periosteum	anatomy
anatomy::UBERON:0002516	epiphyseal plate	anatomy
anatomy::UBERON:0002517	basicranium	anatomy
anatomy::UBERON:0002518	otolith organ	anatomy
anatomy::UBERON:0002519	otolithic part of statoconial membrane	anatomy
anatomy::UBERON:0002521	elastic tissue	anatomy
anatomy::UBERON:0002522	tunica media	anatomy
anatomy::UBERON:0002523	tunica intima	anatomy
anatomy::UBERON:0002606	neuropil	anatomy
anatomy::UBERON:0002673	vestibular nuclear complex	anatomy
anatomy::UBERON:0002707	corticospinal tract	anatomy
anatomy::UBERON:0002741	diagonal band of Broca	anatomy
anatomy::UBERON:0002925	trigeminal nucleus	anatomy
anatomy::UBERON:0002944	spinothalamic tract of medulla	anatomy
anatomy::UBERON:0003092	ultimobranchial body	anatomy
anatomy::UBERON:0003126	trachea	anatomy
anatomy::UBERON:0003129	skull	anatomy
anatomy::UBERON:0003216	hard palate	anatomy
anatomy::UBERON:0003685	cranial suture	anatomy
anatomy::UBERON:0003889	fallopian tube	anatomy
anatomy::UBERON:0004288	skeleton	anatomy
anatomy::UBERON:0004452	carpal region	anatomy
anatomy::UBERON:0004535	cardiovascular system	anatomy
anatomy::UBERON:0004727	cochlear nerve	anatomy
anatomy::UBERON:0004769	diaphysis	anatomy
anatomy::UBERON:0006849	scapula	anatomy
biological process::GO:0000002	mitochondrial genome maintenance	biological process
biological process::GO:0000003	reproduction	biological process
biological process::GO:0000012	single strand break repair	biological process
biological process::GO:0000018	regulation of DNA recombination	biological process
biological process::GO:0000019	regulation of mitotic recombination	biological process
biological process::GO:0000022	mitotic spindle elongation	biological process
biological process::GO:0000023	maltose metabolic process	biological process
biological process::GO:0000027	ribosomal large subunit assembly	biological process
biological process::GO:0000028	ribosomal small subunit assembly	biological process
biological process::GO:0000038	very long-chain fatty acid metabolic process	biological process
biological process::GO:0000041	transition metal ion transport	biological process
biological process::GO:0000042	protein targeting to Golgi	biological process
biological process::GO:0000045	autophagosome assembly	biological process
biological process::GO:0000050	urea cycle	biological process
biological process::GO:0000052	citrulline metabolic process	biological process
biological process::GO:0000054	ribosomal subunit export from nucleus	biological process
biological process::GO:0000055	ribosomal large subunit export from nucleus	biological process
biological process::GO:0000056	ribosomal small subunit export from nucleus	biological process
biological process::GO:0000059	protein import into nucleus, docking	biological process
biological process::GO:0000060	protein import into nucleus, translocation	biological process
biological process::GO:0000070	mitotic sister chromatid segregation	biological process
biological process::GO:0000075	cell cycle checkpoint	biological process
biological process::GO:0000076	DNA replication checkpoint	biological process
biological process::GO:0000077	DNA damage checkpoint	biological process
biological process::GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	biological process
biological process::GO:0000082	G1/S transition of mitotic cell cycle	biological process
biological process::GO:0000083	regulation of transcription involved in G1/S transition of mitotic cell cycle	biological process
biological process::GO:0000086	G2/M transition of mitotic cell cycle	biological process
biological process::GO:0000096	sulfur amino acid metabolic process	biological process
biological process::GO:0000097	sulfur amino acid biosynthetic process	biological process
biological process::GO:0000098	sulfur amino acid catabolic process	biological process
biological process::GO:0000101	sulfur amino acid transport	biological process
biological process::GO:0000103	sulfate assimilation	biological process
biological process::GO:0000105	histidine biosynthetic process	biological process
biological process::GO:0000122	negative regulation of transcription from RNA polymerase II promoter	biological process
biological process::GO:0000132	establishment of mitotic spindle orientation	biological process
biological process::GO:0000147	actin cortical patch assembly	biological process
biological process::GO:0000154	rRNA modification	biological process
biological process::GO:0000160	phosphorelay signal transduction system	biological process
biological process::GO:0000165	MAPK cascade	biological process
biological process::GO:0000183	chromatin silencing at rDNA	biological process
biological process::GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	biological process
biological process::GO:0000185	activation of MAPKKK activity	biological process
biological process::GO:0000186	activation of MAPKK activity	biological process
biological process::GO:0000187	activation of MAPK activity	biological process
biological process::GO:0000188	inactivation of MAPK activity	biological process
biological process::GO:0000189	MAPK import into nucleus	biological process
biological process::GO:0000209	protein polyubiquitination	biological process
biological process::GO:0000212	meiotic spindle organization	biological process
biological process::GO:0000226	microtubule cytoskeleton organization	biological process
biological process::GO:0000244	spliceosomal tri-snRNP complex assembly	biological process
biological process::GO:0000245	spliceosomal complex assembly	biological process
biological process::GO:0000255	allantoin metabolic process	biological process
biological process::GO:0000266	mitochondrial fission	biological process
biological process::GO:0000270	peptidoglycan metabolic process	biological process
biological process::GO:0000271	polysaccharide biosynthetic process	biological process
biological process::GO:0000272	polysaccharide catabolic process	biological process
biological process::GO:0000278	mitotic cell cycle	biological process
biological process::GO:0000280	nuclear division	biological process
biological process::GO:0000281	mitotic cytokinesis	biological process
biological process::GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	biological process
biological process::GO:0000289	nuclear-transcribed mRNA poly(A) tail shortening	biological process
biological process::GO:0000290	deadenylation-dependent decapping of nuclear-transcribed mRNA	biological process
biological process::GO:0000291	nuclear-transcribed mRNA catabolic process, exonucleolytic	biological process
biological process::GO:0000301	retrograde transport, vesicle recycling within Golgi	biological process
biological process::GO:0000302	response to reactive oxygen species	biological process
biological process::GO:0000303	response to superoxide	biological process
biological process::GO:0000305	response to oxygen radical	biological process
biological process::GO:0000320	re-entry into mitotic cell cycle	biological process
biological process::GO:0000338	protein deneddylation	biological process
biological process::GO:0000349	generation of catalytic spliceosome for first transesterification step	biological process
biological process::GO:0000350	generation of catalytic spliceosome for second transesterification step	biological process
biological process::GO:0000354	cis assembly of pre-catalytic spliceosome	biological process
biological process::GO:0000375	RNA splicing, via transesterification reactions	biological process
biological process::GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	biological process
biological process::GO:0000379	tRNA-type intron splice site recognition and cleavage	biological process
biological process::GO:0000380	alternative mRNA splicing, via spliceosome	biological process
biological process::GO:0000381	regulation of alternative mRNA splicing, via spliceosome	biological process
biological process::GO:0000387	spliceosomal snRNP assembly	biological process
biological process::GO:0000389	mRNA 3'-splice site recognition	biological process
biological process::GO:0000393	spliceosomal conformational changes to generate catalytic conformation	biological process
biological process::GO:0000394	RNA splicing, via endonucleolytic cleavage and ligation	biological process
biological process::GO:0000395	mRNA 5'-splice site recognition	biological process
biological process::GO:0000398	mRNA splicing, via spliceosome	biological process
biological process::GO:0000413	protein peptidyl-prolyl isomerization	biological process
biological process::GO:0000414	regulation of histone H3-K36 methylation	biological process
biological process::GO:0000422	mitophagy	biological process
biological process::GO:0000429	carbon catabolite regulation of transcription from RNA polymerase II promoter	biological process
biological process::GO:0000430	regulation of transcription from RNA polymerase II promoter by glucose	biological process
biological process::GO:0000432	positive regulation of transcription from RNA polymerase II promoter by glucose	biological process
biological process::GO:0000436	carbon catabolite activation of transcription from RNA polymerase II promoter	biological process
biological process::GO:0000447	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	biological process
biological process::GO:0000448	cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	biological process
biological process::GO:0000459	exonucleolytic trimming involved in rRNA processing	biological process
biological process::GO:0000460	maturation of 5.8S rRNA	biological process
biological process::GO:0000461	endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	biological process
biological process::GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	biological process
biological process::GO:0000463	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	biological process
biological process::GO:0000466	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	biological process
biological process::GO:0000467	exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	biological process
biological process::GO:0000469	cleavage involved in rRNA processing	biological process
biological process::GO:0000470	maturation of LSU-rRNA	biological process
biological process::GO:0000472	endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	biological process
biological process::GO:0000478	endonucleolytic cleavage involved in rRNA processing	biological process
biological process::GO:0000479	endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	biological process
