abbrev	attempts	complete	cumulative_attempts	duplicate	excluded	metaedge	same_edge	self_loop	unchanged	undirected_duplicate	permutation
GcG	30845	0.8	246760	0.046523	0	Gene - covaries - Gene	3.242e-05	0.00077808	0.029421	0.012968	1
GcG	30845	0.9	277605	0.046426	0	Gene - covaries - Gene	0	0.00045388	0.028562	0.012385	1
GcG	30844	1	308449	0.045584	0	Gene - covaries - Gene	0	0.00094022	0.0284	0.013293	1
CbG	5786	0.10001	5785	0.20463	0	Compound - binds - Gene	0.00017283	0	0.47109	0	1
CbG	5785	0.2	11570	0.2064	0	Compound - binds - Gene	0.00017286	0	0.25555	0	1
CbG	5785	0.29999	17355	0.2102	0	Compound - binds - Gene	0	0	0.16273	0	1
CbG	5785	0.39998	23140	0.21331	0	Compound - binds - Gene	0.00034572	0	0.12108	0	1
CbG	5785	0.49997	28925	0.2102	0	Compound - binds - Gene	0.00017286	0	0.10716	0	1
CbG	5785	0.59997	34710	0.21279	0	Compound - binds - Gene	0	0	0.10423	0	1
CbG	5785	0.69996	40495	0.20605	0	Compound - binds - Gene	0.00017286	0	0.10284	0	1
CbG	5785	0.79995	46280	0.21729	0	Compound - binds - Gene	0	0	0.097312	0	1
CbG	5785	0.89994	52065	0.21469	0	Compound - binds - Gene	0.00017286	0	0.097226	0	1
CbG	5785	0.99993	57850	0.20968	0	Compound - binds - Gene	0	0	0.097917	0	1
CbG	4	1	57854	0.25	0	Compound - binds - Gene	0	0	0.097658	0	1
PBrG	183261	0.1	183260	0.077141	0	Perturbation - regulates - Gene	0	0	0.40526	0	1
PBrG	183260	0.2	366520	0.08065	0	Perturbation - regulates - Gene	5.4567e-06	0	0.17959	0	1
PBrG	183260	0.3	549780	0.081202	0	Perturbation - regulates - Gene	0	0	0.091891	0	1
PBrG	183260	0.4	733040	0.082489	0	Perturbation - regulates - Gene	0	0	0.058965	0	1
PBrG	183260	0.5	916300	0.081447	0	Perturbation - regulates - Gene	5.4567e-06	0	0.046137	0	1
PBrG	183260	0.6	1099560	0.081442	0	Perturbation - regulates - Gene	5.4567e-06	0	0.041474	0	1
PBrG	183260	0.7	1282820	0.081813	0	Perturbation - regulates - Gene	0	0	0.039572	0	1
PBrG	183260	0.8	1466080	0.081753	0	Perturbation - regulates - Gene	1.0913e-05	0	0.038492	0	1
PBrG	183260	0.9	1649340	0.082768	0	Perturbation - regulates - Gene	0	0	0.038353	0	1
PBrG	183259	1	1832599	0.083216	0	Perturbation - regulates - Gene	0	0	0.037911	0	1
GpPW	39023	0.1	39022	0.090024	0	Gene - participates - Pathway	0	0	0.41365	0	1
GpPW	39022	0.2	78044	0.099559	0	Gene - participates - Pathway	0	0	0.1887	0	1
GpPW	39022	0.3	117066	0.10117	0	Gene - participates - Pathway	2.5627e-05	0	0.099289	0	1
GpPW	39022	0.4	156088	0.10161	0	Gene - participates - Pathway	0	0	0.066218	0	1
GpPW	39022	0.5	195110	0.10768	0	Gene - participates - Pathway	0	0	0.053495	0	1
GpPW	39022	0.59999	234132	0.10379	0	Gene - participates - Pathway	0	0	0.047114	0	1
GpPW	39022	0.69999	273154	0.10602	0	Gene - participates - Pathway	2.5627e-05	0	0.045102	0	1
GpPW	39022	0.79999	312176	0.10233	0	Gene - participates - Pathway	2.5627e-05	0	0.044013	0	1
GpPW	39022	0.89999	351198	0.10686	0	Gene - participates - Pathway	5.1253e-05	0	0.044346	0	1
GpPW	39022	0.99999	390220	0.10481	0	Gene - participates - Pathway	2.5627e-05	0	0.043782	0	1
GpPW	4	1	390224	0.25	0	Gene - participates - Pathway	0	0	0.043757	0	1
CrC	3244	0.10003	3243	0.057337	0	Compound - resembles - Compound	0	0.0015413	0.39624	0.0089396	1
CrC	3243	0.20003	6486	0.057354	0	Compound - resembles - Compound	0.00030836	0.0018501	0.17145	0.013259	1
CrC	3243	0.30003	9729	0.049645	0	Compound - resembles - Compound	0	0.0015418	0.086186	0.012026	1
CrC	3243	0.40003	12972	0.046253	0	Compound - resembles - Compound	0	0.00092507	0.052883	0.0098674	1
CrC	3243	0.50003	16215	0.049337	0	Compound - resembles - Compound	0	0.00092507	0.039315	0.013568	1
CrC	3243	0.60003	19458	0.045637	0	Compound - resembles - Compound	0	0.0015418	0.03099	0.012643	1
CrC	3243	0.70003	22701	0.056429	0	Compound - resembles - Compound	0	0.0040086	0.027444	0.011101	1
CrC	3243	0.80003	25944	0.045637	0	Compound - resembles - Compound	0	0.0012334	0.029911	0.0095591	1
CrC	3243	0.90003	29187	0.046562	0	Compound - resembles - Compound	0	0.0018501	0.030681	0.013259	1
CrC	3242	1	32429	0.045651	0	Compound - resembles - Compound	0.0006169	0.0015423	0.027444	0.0092535	1
CtD	378	0.10013	377	0.17196	0	Compound - treats - Disease	0.0026455	0	0.46755	0	1
CtD	377	0.2	754	0.22281	0	Compound - treats - Disease	0.005305	0	0.2702	0	1
CtD	377	0.29987	1131	0.23077	0	Compound - treats - Disease	0	0	0.18411	0	1
CtD	377	0.39974	1508	0.19363	0	Compound - treats - Disease	0.0026525	0	0.14305	0	1
CtD	377	0.4996	1885	0.20955	0	Compound - treats - Disease	0	0	0.11656	0	1
CtD	377	0.59947	2262	0.25199	0	Compound - treats - Disease	0	0	0.10596	0	1
CtD	377	0.69934	2639	0.23077	0	Compound - treats - Disease	0	0	0.10861	0	1
CtD	377	0.79921	3016	0.20424	0	Compound - treats - Disease	0.0079576	0	0.11523	0	1
CtD	377	0.89907	3393	0.23077	0	Compound - treats - Disease	0	0	0.11258	0	1
CtD	377	0.99894	3770	0.20424	0	Compound - treats - Disease	0.0026525	0	0.091391	0	1
CtD	4	1	3774	0	0	Compound - treats - Disease	0	0	0.090066	0	1
CuG	16035	0.1	16034	0.40836	0	Compound - upregulates - Gene	6.2364e-05	0	0.5819	0	1
CuG	16034	0.2	32068	0.42609	0	Compound - upregulates - Gene	0	0	0.3939	0	1
CuG	16034	0.3	48102	0.42971	0	Compound - upregulates - Gene	6.2367e-05	0	0.30263	0	1
CuG	16034	0.39999	64136	0.44742	0	Compound - upregulates - Gene	6.2367e-05	0	0.25938	0	1
CuG	16034	0.49999	80170	0.4246	0	Compound - upregulates - Gene	0	0	0.23646	0	1
CuG	16034	0.59999	96204	0.44019	0	Compound - upregulates - Gene	0	0	0.2253	0	1
CuG	16034	0.69998	112238	0.4332	0	Compound - upregulates - Gene	0	0	0.21787	0	1
CuG	16034	0.79998	128272	0.44137	0	Compound - upregulates - Gene	0	0	0.21647	0	1
CuG	16034	0.89998	144306	0.43932	0	Compound - upregulates - Gene	0	0	0.21547	0	1
CuG	16034	0.99998	160340	0.43925	0	Compound - upregulates - Gene	6.2367e-05	0	0.21301	0	1
CuG	4	1	160344	0.75	0	Compound - upregulates - Gene	0	0	0.21301	0	1
GpBP	279753	0.1	279752	0.11222	0	Gene - participates - Biological Process	0	0	0.4248	0	1
GpBP	279752	0.2	559504	0.11442	0	Gene - participates - Biological Process	0	0	0.20088	0	1
GpBP	279752	0.3	839256	0.11611	0	Gene - participates - Biological Process	0	0	0.11281	0	1
GpBP	279752	0.4	1119008	0.11596	0	Gene - participates - Biological Process	0	0	0.0785	0	1
GpBP	279752	0.5	1398760	0.11489	0	Gene - participates - Biological Process	3.5746e-06	0	0.065188	0	1
GpBP	279752	0.6	1678512	0.11592	0	Gene - participates - Biological Process	0	0	0.059887	0	1
GpBP	279752	0.7	1958264	0.11469	0	Gene - participates - Biological Process	0	0	0.057304	0	1
GpBP	279752	0.8	2238016	0.11533	0	Gene - participates - Biological Process	0	0	0.05694	0	1
GpBP	279752	0.9	2517768	0.11544	0	Gene - participates - Biological Process	0	0	0.056416	0	1
GpBP	279751	1	2797519	0.11625	0	Gene - participates - Biological Process	0	0	0.05652	0	1
AuG	48925	0.1	48924	0.42463	0	Anatomy - upregulates - Gene	0	0	0.5979	0	1
AuG	48924	0.2	97848	0.42801	0	Anatomy - upregulates - Gene	2.044e-05	0	0.41247	0	1
AuG	48924	0.3	146772	0.43022	0	Anatomy - upregulates - Gene	0	0	0.32759	0	1
AuG	48924	0.4	195696	0.43128	0	Anatomy - upregulates - Gene	0	0	0.28776	0	1
AuG	48924	0.5	244620	0.43194	0	Anatomy - upregulates - Gene	0	0	0.26732	0	1
AuG	48924	0.6	293544	0.43606	0	Anatomy - upregulates - Gene	4.088e-05	0	0.26006	0	1
AuG	48924	0.7	342468	0.43525	0	Anatomy - upregulates - Gene	4.088e-05	0	0.25561	0	1
AuG	48924	0.8	391392	0.4339	0	Anatomy - upregulates - Gene	0	0	0.2541	0	1
AuG	48924	0.9	440316	0.43157	0	Anatomy - upregulates - Gene	0	0	0.25285	0	1
AuG	48923	1	489239	0.43029	0	Anatomy - upregulates - Gene	0	0	0.25154	0	1
GiG	73583	0.1	73582	0.12735	0	Gene - interacts - Gene	0	0.0021201	0.45336	0.042863	1
GiG	73582	0.2	147164	0.1357	0	Gene - interacts - Gene	1.359e-05	0.0020521	0.2311	0.047145	1
GiG	73582	0.3	220746	0.13377	0	Gene - interacts - Gene	0	0.0020521	0.13891	0.048014	1
GiG	73582	0.4	294328	0.13559	0	Gene - interacts - Gene	0	0.0020521	0.099365	0.048572	1
GiG	73582	0.5	367910	0.13592	0	Gene - interacts - Gene	0	0.002188	0.083295	0.04955	1
GiG	73582	0.6	441492	0.1355	0	Gene - interacts - Gene	2.7181e-05	0.0017531	0.074679	0.049373	1
GiG	73582	0.7	515074	0.13532	0	Gene - interacts - Gene	0	0.0018075	0.070561	0.049917	1
GiG	73582	0.8	588656	0.13608	0	Gene - interacts - Gene	0	0.0022016	0.06823	0.050067	1
GiG	73582	0.9	662238	0.13782	0	Gene - interacts - Gene	0	0.0018619	0.067449	0.050284	1
GiG	73581	1	735819	0.13452	0	Gene - interacts - Gene	0	0.0019163	0.066361	0.049279	1
Gr>G	181156	0.1	181155	0.32145	0	Gene > regulates > Gene	5.5201e-06	0.00043057	0.53432	0	1
Gr>G	181155	0.2	362310	0.34196	0	Gene > regulates > Gene	0	0.00044713	0.33055	0	1
Gr>G	181155	0.3	543465	0.34953	0	Gene > regulates > Gene	0	0.00041953	0.23622	0	1
Gr>G	181155	0.4	724620	0.35359	0	Gene > regulates > Gene	0	0.00045265	0.192	0	1
Gr>G	181155	0.5	905775	0.35141	0	Gene > regulates > Gene	5.5201e-06	0.00044161	0.17061	0	1
Gr>G	181155	0.6	1086930	0.35583	0	Gene > regulates > Gene	5.5201e-06	0.00041401	0.16019	0	1
Gr>G	181155	0.7	1268085	0.35206	0	Gene > regulates > Gene	0	0.00050785	0.15486	0	1
Gr>G	181155	0.8	1449240	0.35381	0	Gene > regulates > Gene	0	0.00039745	0.15204	0	1
Gr>G	181155	0.9	1630395	0.35539	0	Gene > regulates > Gene	0	0.00038089	0.15075	0	1
Gr>G	181154	1	1811549	0.35506	0	Gene > regulates > Gene	5.5202e-06	0.00043057	0.14933	0	1
AeG	263204	0.1	263203	0.89888	0	Anatomy - expresses - Gene	3.7993e-06	0	0.91326	0	1
AeG	263203	0.2	526406	0.90416	0	Anatomy - expresses - Gene	3.7993e-06	0	0.85365	0	1
AeG	263203	0.3	789609	0.90512	0	Anatomy - expresses - Gene	0	0	0.81052	0	1
AeG	263203	0.4	1052812	0.90522	0	Anatomy - expresses - Gene	0	0	0.77845	0	1
AeG	263203	0.5	1316015	0.90591	0	Anatomy - expresses - Gene	0	0	0.75489	0	1
AeG	263203	0.6	1579218	0.90543	0	Anatomy - expresses - Gene	0	0	0.73694	0	1
AeG	263203	0.7	1842421	0.90572	0	Anatomy - expresses - Gene	0	0	0.7233	0	1
AeG	263203	0.8	2105624	0.9067	0	Anatomy - expresses - Gene	3.7993e-06	0	0.71304	0	1
AeG	263203	0.9	2368827	0.90652	0	Anatomy - expresses - Gene	0	0	0.70487	0	1
AeG	263203	1	2632030	0.90606	0	Anatomy - expresses - Gene	0	0	0.69869	0	1
AeG	4	1	2632034	1	0	Anatomy - expresses - Gene	0	0	0.69869	0	1
GpMF	48612	0.1	48611	0.079281	0	Gene - participates - Molecular Function	0	0	0.40811	0	1
GpMF	48611	0.2	97222	0.081648	0	Gene - participates - Molecular Function	2.0571e-05	0	0.18243	0	1
GpMF	48611	0.3	145833	0.0792	0	Gene - participates - Molecular Function	0	0	0.095729	0	1
GpMF	48611	0.4	194444	0.080434	0	Gene - participates - Molecular Function	0	0	0.062764	0	1
GpMF	48611	0.5	243055	0.080908	0	Gene - participates - Molecular Function	0	0	0.050668	0	1
GpMF	48611	0.6	291666	0.078789	0	Gene - participates - Molecular Function	2.0571e-05	0	0.045823	0	1
GpMF	48611	0.7	340277	0.07957	0	Gene - participates - Molecular Function	0	0	0.043437	0	1
GpMF	48611	0.8	388888	0.081031	0	Gene - participates - Molecular Function	2.0571e-05	0	0.043354	0	1
GpMF	48611	0.9	437499	0.079694	0	Gene - participates - Molecular Function	2.0571e-05	0	0.041935	0	1
GpMF	48610	1	486109	0.079984	0	Gene - participates - Molecular Function	0	0	0.043725	0	1
DdG	24345	0.1	24344	0.40435	0	Disease - downregulates - Gene	0	0	0.58992	0	1
DdG	24344	0.2	48688	0.40248	0	Disease - downregulates - Gene	0	0	0.40378	0	1
DdG	24344	0.3	73032	0.40704	0	Disease - downregulates - Gene	0	0	0.31938	0	1
DdG	24344	0.4	97376	0.40043	0	Disease - downregulates - Gene	8.2156e-05	0	0.27908	0	1
DdG	24344	0.5	121720	0.4001	0	Disease - downregulates - Gene	4.1078e-05	0	0.26232	0	1
DdG	24344	0.6	146064	0.39981	0	Disease - downregulates - Gene	4.1078e-05	0	0.25503	0	1
DdG	24344	0.7	170408	0.40371	0	Disease - downregulates - Gene	4.1078e-05	0	0.24984	0	1
DdG	24344	0.8	194752	0.40084	0	Disease - downregulates - Gene	0	0	0.24782	0	1
DdG	24344	0.9	219096	0.40478	0	Disease - downregulates - Gene	0	0	0.24567	0	1
DdG	24343	1	243439	0.39987	0	Disease - downregulates - Gene	0	0	0.24503	0	1
CdG	18199	0.10001	18198	0.48239	0	Compound - downregulates - Gene	0	0	0.62894	0	1
CdG	18198	0.20001	36396	0.49115	0	Compound - downregulates - Gene	5.4951e-05	0	0.44936	0	1
CdG	18198	0.30001	54594	0.50088	0	Compound - downregulates - Gene	0	0	0.35575	0	1
CdG	18198	0.40001	72792	0.50027	0	Compound - downregulates - Gene	5.4951e-05	0	0.30973	0	1
CdG	18198	0.50001	90990	0.50055	0	Compound - downregulates - Gene	0	0	0.28184	0	1
CdG	18198	0.60001	109188	0.50027	0	Compound - downregulates - Gene	5.4951e-05	0	0.26882	0	1
CdG	18198	0.70001	127386	0.5017	0	Compound - downregulates - Gene	0	0	0.26192	0	1
CdG	18198	0.80001	145584	0.49764	0	Compound - downregulates - Gene	0	0	0.25794	0	1
CdG	18198	0.90001	163782	0.50901	0	Compound - downregulates - Gene	0	0	0.25624	0	1
CdG	18197	1	181979	0.50074	0	Compound - downregulates - Gene	0	0	0.25291	0	1
AdG	51121	0.1	51120	0.54279	0	Anatomy - downregulates - Gene	0	0	0.66813	0	1
AdG	51120	0.2	102240	0.55336	0	Anatomy - downregulates - Gene	0	0	0.50635	0	1
AdG	51120	0.3	153360	0.55773	0	Anatomy - downregulates - Gene	1.9562e-05	0	0.42244	0	1
AdG	51120	0.4	204480	0.55812	0	Anatomy - downregulates - Gene	0	0	0.38004	0	1
AdG	51120	0.5	255600	0.55712	0	Anatomy - downregulates - Gene	0	0	0.3605	0	1
AdG	51120	0.6	306720	0.55919	0	Anatomy - downregulates - Gene	3.9124e-05	0	0.35149	0	1
AdG	51120	0.7	357840	0.55782	0	Anatomy - downregulates - Gene	1.9562e-05	0	0.34456	0	1
AdG	51120	0.8	408960	0.56154	0	Anatomy - downregulates - Gene	0	0	0.34134	0	1
AdG	51120	0.9	460080	0.5635	0	Anatomy - downregulates - Gene	1.9562e-05	0	0.34061	0	1
AdG	51119	1	511199	0.55811	0	Anatomy - downregulates - Gene	0	0	0.3385	0	1
DlA	1802	0.10006	1801	0.23085	0	Disease - localizes - Anatomy	0.00055494	0	0.48973	0	1
DlA	1801	0.20006	3602	0.22488	0	Disease - localizes - Anatomy	0.00055525	0	0.28234	0	1
DlA	1801	0.30006	5403	0.22821	0	Disease - localizes - Anatomy	0	0	0.19933	0	1
DlA	1801	0.40006	7204	0.25319	0	Disease - localizes - Anatomy	0.00055525	0	0.15769	0	1
DlA	1801	0.50006	9005	0.2482	0	Disease - localizes - Anatomy	0	0	0.14547	0	1
DlA	1801	0.60006	10806	0.24264	0	Disease - localizes - Anatomy	0.00055525	0	0.13548	0	1
DlA	1801	0.70006	12607	0.23987	0	Disease - localizes - Anatomy	0	0	0.13548	0	1
DlA	1801	0.80006	14408	0.23987	0	Disease - localizes - Anatomy	0.00055525	0	0.12521	0	1
DlA	1801	0.90006	16209	0.23709	0	Disease - localizes - Anatomy	0.00055525	0	0.13409	0	1
DlA	1800	1	18009	0.24	0	Disease - localizes - Anatomy	0.00055556	0	0.12326	0	1
PCiC	5480	0.10001	5479	0.12044	0	Pharmacologic Class - includes - Compound	0	0	0.42741	0	2
PCiC	5479	0.2	10958	0.11425	0	Pharmacologic Class - includes - Compound	0.00018252	0	0.20841	0	2
PCiC	5479	0.29999	16437	0.11024	0	Pharmacologic Class - includes - Compound	0	0	0.11625	0	2
PCiC	5479	0.39998	21916	0.11772	0	Pharmacologic Class - includes - Compound	0.00018252	0	0.081394	0	2
PCiC	5479	0.49997	27395	0.11882	0	Pharmacologic Class - includes - Compound	0.00018252	0	0.072908	0	2
PCiC	5479	0.59996	32874	0.11717	0	Pharmacologic Class - includes - Compound	0	0	0.068072	0	2
PCiC	5479	0.69995	38353	0.1179	0	Pharmacologic Class - includes - Compound	0	0	0.062506	0	2
PCiC	5479	0.79995	43832	0.11535	0	Pharmacologic Class - includes - Compound	0.00018252	0	0.063692	0	2
PCiC	5479	0.89994	49311	0.11663	0	Pharmacologic Class - includes - Compound	0.00018252	0	0.058764	0	2
PCiC	5479	0.99993	54790	0.1086	0	Pharmacologic Class - includes - Compound	0	0	0.059312	0	2
PCiC	4	1	54794	0	0	Pharmacologic Class - includes - Compound	0	0	0.059312	0	2
GpCC	36784	0.1	36783	0.11725	0	Gene - participates - Cellular Component	0	0	0.42895	0	2
GpCC	36783	0.2	73566	0.11272	0	Gene - participates - Cellular Component	0	0	0.20299	0	2
GpCC	36783	0.3	110349	0.11103	0	Gene - participates - Cellular Component	0	0	0.11543	0	2
